height,id,left,tag,top,width,bottom,right
0.20886075,b8944d1c-df84-4ce1-94fd-45e7f949bafa,0.28270042,Head,0.23650119,0.10337552400000001,0.44536194,0.386075944
0.15822785,b8944d1c-df84-4ce1-94fd-45e7f949bafa,0.2721519,Head,0.3251088,0.11392405,0.48333665,0.38607595
0.76582277,b8944d1c-df84-4ce1-94fd-45e7f949bafa,0.443038,Person,0.22384296,0.17088607,0.98966573,0.6139240699999999
0.7276484000000001,b8944d1c-df84-4ce1-94fd-45e7f949bafa,0.28592375,Person,0.18191364,0.14753185,0.9095620400000001,0.43345559999999994
0.14695172,b8944d1c-df84-4ce1-94fd-45e7f949bafa,0.26553822,HardHat,0.18098253,0.13741876,0.32793425,0.40295698
0.12790698,56ed67fa-98b5-4820-bcaa-2cb0d9a22b50,0.1392405,Head,0.3422511,0.12658228,0.47015808,0.26582278
0.34593022,56ed67fa-98b5-4820-bcaa-2cb0d9a22b50,0.073839664,Vest,0.4527162,0.23628692,0.7986464200000001,0.31012658400000004
0.80159324,56ed67fa-98b5-4820-bcaa-2cb0d9a22b50,0.06333509,Person,0.19840574,0.26494634,0.99999898,0.32828143
0.19186047,56ed67fa-98b5-4820-bcaa-2cb0d9a22b50,0.12869199,Head,0.2666697,0.13502109,0.45853017,0.26371308000000004
0.125,56ed67fa-98b5-4820-bcaa-2cb0d9a22b50,0.12025317,HardHat,0.23178597,0.17510548,0.35678597,0.29535865
0.06104651,56ed67fa-98b5-4820-bcaa-2cb0d9a22b50,0.1814346,SafetyGlass,0.35097203,0.101265825,0.41201854,0.28270042500000003
0.45488720000000005,e616ad73-4fc1-4cde-8427-611b9aed3613,0.5548523,Person,0.35990366,0.06329114,0.81479086,0.61814344
0.078947365,e616ad73-4fc1-4cde-8427-611b9aed3613,0.82067513,HardHat,0.36742246,0.042194095,0.446369825,0.8628692250000001
0.6671574,e616ad73-4fc1-4cde-8427-611b9aed3613,0.77221555,Person,0.29165742,0.13032329,0.95881482,0.90253884
0.61007893,e616ad73-4fc1-4cde-8427-611b9aed3613,0.43723950000000006,Person,0.30689606,0.15750709,0.91697499,0.5947465900000001
0.62030077,e616ad73-4fc1-4cde-8427-611b9aed3613,0.17299578,Person,0.2734375,0.15189873,0.89373827,0.32489451
0.082706764,e616ad73-4fc1-4cde-8427-611b9aed3613,0.20253165,HardHat,0.32982847,0.067510545,0.412535234,0.27004219500000004
0.09022556,e616ad73-4fc1-4cde-8427-611b9aed3613,0.46413502,HardHat,0.31855029999999995,0.080168776,0.40877585999999994,0.544303796
0.29699248,e616ad73-4fc1-4cde-8427-611b9aed3613,0.62025315,Person,0.41253525,0.05696202400000001,0.70952773,0.6772151740000001
0.13544668,6c92c234-7c87-40ef-b267-55a5503616b0,0.67932487,Head,0.39981088,0.07805907,0.53525756,0.75738394
0.52161384,6c92c234-7c87-40ef-b267-55a5503616b0,0.66033757,Person,0.37387428,0.1793249,0.89548812,0.83966247
0.07492795599999999,6c92c234-7c87-40ef-b267-55a5503616b0,0.45780590000000004,SafetyGlass,0.21249099,0.09915612,0.28741894599999995,0.5569620200000001
0.11527377,6c92c234-7c87-40ef-b267-55a5503616b0,0.6814346,Head,0.41998379999999996,0.07594936,0.53525757,0.75738396
0.78076804,6c92c234-7c87-40ef-b267-55a5503616b0,0.31233138,Person,0.0732483,0.4814644,0.85401634,0.79379578
0.19884726,6c92c234-7c87-40ef-b267-55a5503616b0,0.48312235,Head,0.1289175,0.11814346,0.32776476,0.60126581
0.20172910000000002,6c92c234-7c87-40ef-b267-55a5503616b0,0.48101267,Head,0.1346812,0.12236287,0.33641030000000005,0.6033755399999999
0.1554054,432f7d3c-2046-4708-9809-0b901b4396df,0.7468355,Head,0.11734586,0.09915612,0.27275126,0.8459916199999999
0.8421136,432f7d3c-2046-4708-9809-0b901b4396df,0.67932487,Person,0.09707559,0.2658228,0.93918919,0.94514767
0.15202703,432f7d3c-2046-4708-9809-0b901b4396df,0.7531645,Head,0.124102615,0.09282701,0.27612964500000003,0.8459915100000001
0.03797468,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.32911393,Head,0.41055182,0.044303797,0.4485265,0.373417727
0.034810126000000004,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.59704643,Head,0.41371638,0.048523206,0.448526506,0.6455696360000001
0.43670887,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.39451477,Person,0.31561512,0.08649789,0.75232399,0.48101266
0.03164557,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.49367088,HardHat,0.35991892,0.042194095,0.39156449,0.535864975
0.03797468,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.59704643,HardHat,0.38839993,0.048523206,0.42637461,0.6455696360000001
0.03164557,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.42405063,HardHat,0.35042524,0.046413504,0.38207081000000004,0.470464134
0.40506329999999996,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.30379745,Person,0.35358979999999995,0.088607594,0.7586530999999999,0.39240504400000004
0.07594936,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.60126585,Head,0.38523537,0.040084388,0.46118473000000004,0.641350238
0.0664557,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.32911393,Head,0.38523537,0.03586498,0.45169107000000003,0.36497891
0.04113924,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.3164557,HardHat,0.3820708,0.05485232,0.42321004,0.37130802
0.03164557,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.43670887,Head,0.3820708,0.02742616,0.41371637,0.46413503
0.025316456,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.49367088,Head,0.38523537,0.033755272999999995,0.410551826,0.527426153
0.38379568,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.57449687,Person,0.36750079999999996,0.10836285,0.7512964799999999,0.6828597200000001
0.08227848,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.42616034,Head,0.35042524,0.046413504,0.43270372,0.472573844
0.4177215,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.48101267,Person,0.33143790000000006,0.088607594,0.7491594000000001,0.569620264
0.0664557,aa05e694-2a62-4b25-a9fb-f24c9000e95f,0.48945147,Head,0.366248,0.040084388,0.4327037,0.529535858
0.7109278,5519d091-bf32-4060-92d7-cc7638c6c51d,0.3851623,Person,0.25911278,0.31580454,0.97004058,0.70096684
0.41439453,5519d091-bf32-4060-92d7-cc7638c6c51d,0.11420883,Person,0.25954053,0.21220253,0.67393506,0.32641136
0.10793651,5519d091-bf32-4060-92d7-cc7638c6c51d,0.19409283,Head,0.27217263,0.08227848,0.38010914,0.27637131
0.123809524,5519d091-bf32-4060-92d7-cc7638c6c51d,0.40084390000000003,Head,0.26899803,0.10337552400000001,0.392807554,0.5042194240000001
0.123809524,5519d091-bf32-4060-92d7-cc7638c6c51d,0.39873418,Head,0.26899803,0.0907173,0.392807554,0.48945148
0.12063492,5519d091-bf32-4060-92d7-cc7638c6c51d,0.19198312,Head,0.26899803,0.09282701,0.38963295,0.28481013
0.10632184,5388492b-7462-4cd8-acfd-d44c2760617c,0.6751055,Head,0.16015625,0.073839664,0.26647809,0.748945164
0.06896552,5388492b-7462-4cd8-acfd-d44c2760617c,0.6666667,HardHat,0.148662,0.07805907,0.21762752,0.74472577
0.6429296,5388492b-7462-4cd8-acfd-d44c2760617c,0.63336855,Person,0.13791138,0.18763363,0.78084098,0.82100218
0.08045977,5388492b-7462-4cd8-acfd-d44c2760617c,0.685654,Head,0.18889189,0.06329114,0.26935166,0.74894514
0.6302023,6cecb790-7bd6-425f-98dd-48c44eed4a69,0.17634268,Vest,0.33828178,0.35809195,0.96848408,0.53443463
0.15283908,6cecb790-7bd6-425f-98dd-48c44eed4a69,0.58845675,HardHat,0.18734162,0.10126519,0.3401807,0.68972194
0.17349320000000001,6cecb790-7bd6-425f-98dd-48c44eed4a69,0.2856046,HardHat,0.05321823,0.13459444,0.22671143000000002,0.42019903999999997
0.11363637,6cecb790-7bd6-425f-98dd-48c44eed4a69,0.7966667,Head,0.23712713,0.11666667,0.3507635,0.9133333699999999
0.67218053,6cecb790-7bd6-425f-98dd-48c44eed4a69,0.7800739999999999,Person,0.23803923,0.21041483,0.9102197599999999,0.9904888299999999
0.14772727,6cecb790-7bd6-425f-98dd-48c44eed4a69,0.18,Head,0.33371803,0.10666667,0.48144529999999996,0.28666667
0.09659091,6cecb790-7bd6-425f-98dd-48c44eed4a69,0.59,Head,0.27689984,0.08666666599999999,0.37349075,0.6766666659999999
0.8722860999999998,6cecb790-7bd6-425f-98dd-48c44eed4a69,0.15329278,Person,0.12771294,0.40580678,0.9999990399999998,0.5590995599999999
0.19318181,6cecb790-7bd6-425f-98dd-48c44eed4a69,0.28,Head,0.22008167,0.15,0.41326348,0.43000000000000005
0.8125,6cecb790-7bd6-425f-98dd-48c44eed4a69,0.02,Person,0.12917258,0.26,0.94167258,0.28
0.29545453,6cecb790-7bd6-425f-98dd-48c44eed4a69,0.29,Head,0.10076349,0.14666666,0.39621802,0.43666666
0.15441282,6cecb790-7bd6-425f-98dd-48c44eed4a69,0.7946049,HardHat,0.1316257,0.117251575,0.28603852,0.911856475
0.44886363,6cecb790-7bd6-425f-98dd-48c44eed4a69,0.56,Person,0.117808945,0.17666666,0.566672575,0.73666666
0.22727273,6cecb790-7bd6-425f-98dd-48c44eed4a69,0.8,Head,0.14053622,0.11,0.36780895,0.91
0.7199251,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.7048668,Person,0.16357091,0.2181415,0.88349601,0.9230083
0.13218391,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.5780590999999999,Head,0.17452407,0.09704641,0.30670798,0.67510551
0.13218391,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.7320675,Head,0.22912177,0.12447257,0.36130567999999996,0.85654007
0.13218391,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.21729958,Head,0.20900683,0.11392405,0.34119074,0.33122363
0.14655173,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.73839664,Head,0.18027120000000002,0.10759494,0.32682293,0.8459915800000001
0.7422607,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.16710158,Person,0.16003715,0.17752959,0.90229785,0.34463117
0.11494253,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.42827004,Head,0.24348958,0.08438819,0.35843211,0.51265823
0.076824605,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.43253255,HardHat,0.21692443,0.07368642,0.293749035,0.50621897
0.42381465,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.42442805,Person,0.23345792,0.14109236,0.6572725700000001,0.56552041
0.077586204,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.41983122,Head,0.27509877,0.101265825,0.352684974,0.521097045
0.656281,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.40249106,Person,0.2683421,0.17575439999999998,0.9246231,0.57824546
0.14149314,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.21718045,HardHat,0.120447844,0.11423327,0.261940984,0.33141372
0.094827585,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.5886076,Head,0.22050108,0.08227848,0.315328665,0.67088608
0.7664986999999999,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.58334446,Person,0.13398887,0.13537973,0.9004875699999999,0.71872419
0.115584865,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.74335337,HardHat,0.14112602,0.10808754,0.256710885,0.85144091
0.15804598,c51ea14a-6aa9-43f7-bbcd-8b12b77bd150,0.20464136,Head,0.16877694,0.14345992,0.32682292,0.34810127999999996
0.91905475,cf02f9a7-9d33-4398-80ad-c793217703eb,0.3625723,Person,0.08094528,0.20215034,1.00000003,0.56472264
0.23199999999999998,cf02f9a7-9d33-4398-80ad-c793217703eb,0.40506329999999996,Head,0.1869375,0.11392405,0.41893749999999996,0.51898735
0.19912958,cf02f9a7-9d33-4398-80ad-c793217703eb,0.5706748,HardHat,0.042939267999999996,0.1304735,0.242068848,0.7011483000000001
0.228,cf02f9a7-9d33-4398-80ad-c793217703eb,0.5611814,Head,0.1989375,0.14135021,0.42693749999999997,0.7025316100000001
0.244,cf02f9a7-9d33-4398-80ad-c793217703eb,0.39240506,Head,0.1549375,0.1329114,0.3989375,0.52531646
0.93710315,cf02f9a7-9d33-4398-80ad-c793217703eb,0.5575191999999999,Person,0.05889684,0.28759298,0.99599999,0.8451121799999999
0.17311507,cf02f9a7-9d33-4398-80ad-c793217703eb,0.40636796,HardHat,0.06789173,0.103200376,0.24100680000000002,0.509568336
0.3,cf02f9a7-9d33-4398-80ad-c793217703eb,0.5527426,Head,0.1309375,0.15400843,0.4309375,0.70675103
0.5699569,5a860603-7ac7-4caa-b0ee-05e27fbbea44,0.7986127,Person,0.036822677000000005,0.17982233,0.606779577,0.97843503
0.11764706,5a860603-7ac7-4caa-b0ee-05e27fbbea44,0.8375527,Head,0.048713237,0.094936706,0.166360297,0.9324894060000001
0.04643963,5a860603-7ac7-4caa-b0ee-05e27fbbea44,0.8312236,SafetyGlass,0.064193115,0.07172996,0.110632745,0.9029535599999999
0.31175783,5a860603-7ac7-4caa-b0ee-05e27fbbea44,0.1745646,Person,0.03581503,0.19287372,0.34757286,0.36743832
0.22291021,5a860603-7ac7-4caa-b0ee-05e27fbbea44,0.2299578,Head,0.28710333,0.1308017,0.51001354,0.3607595
0.10216718,5a860603-7ac7-4caa-b0ee-05e27fbbea44,0.22362868,Head,0.048713237,0.088607594,0.150880417,0.312236274
0.6703875,5a860603-7ac7-4caa-b0ee-05e27fbbea44,0.041698188,Person,0.29605082,0.3111923,0.96643832,0.352890488
0.15789473,5a860603-7ac7-4caa-b0ee-05e27fbbea44,0.21308017,Head,0.330447,0.101265825,0.48834173000000003,0.31434599500000004
0.111455105,5a860603-7ac7-4caa-b0ee-05e27fbbea44,0.23417722,Head,0.03942531,0.07594936,0.150880415,0.31012658
0.15789473,5a860603-7ac7-4caa-b0ee-05e27fbbea44,0.8270042,Head,0.023945433999999998,0.11814346,0.181840164,0.94514766
0.12693499,5a860603-7ac7-4caa-b0ee-05e27fbbea44,0.014767933,Head,0.030137384,0.073839664,0.157072374,0.088607597
0.073015876,f441ac11-be59-4421-858a-f8af9b81022b,0.6962025,SafetyGlass,0.37058532,0.08438819,0.443601196,0.7805906899999999
0.06984127,f441ac11-be59-4421-858a-f8af9b81022b,0.7805907,SafetyGlass,0.20550595,0.11181434,0.27534722,0.89240504
0.43809524,f441ac11-be59-4421-858a-f8af9b81022b,0.76582277,Vest,0.31979167,0.16666667,0.75788691,0.93248944
0.18095239,f441ac11-be59-4421-858a-f8af9b81022b,0.6434599,Head,0.31979167,0.14135021,0.5007440599999999,0.78481011
0.10514775,f441ac11-be59-4421-858a-f8af9b81022b,0.62790984,HardHat,0.26680973,0.14766744,0.37195748,0.77557728
0.13968255,f441ac11-be59-4421-858a-f8af9b81022b,0.7784810000000001,Head,0.18010913,0.10970464,0.31979168,0.8881856400000001
0.3904762,f441ac11-be59-4421-858a-f8af9b81022b,0.6392405,Vest,0.48804563,0.1793249,0.87852183,0.8185654
0.14285715,f441ac11-be59-4421-858a-f8af9b81022b,0.6455696,Head,0.34201390000000004,0.1308017,0.48487105,0.7763713
0.7904762,f441ac11-be59-4421-858a-f8af9b81022b,0.7531645,Person,0.06582341,0.20464136,0.85629961,0.95780586
0.17142858,f441ac11-be59-4421-858a-f8af9b81022b,0.75527424,Head,0.14201389,0.14556962,0.31344247000000003,0.9008438599999999
0.08545533,f441ac11-be59-4421-858a-f8af9b81022b,0.76373565,HardHat,0.11441678,0.13834205,0.19987211,0.9020777
0.7015873,f441ac11-be59-4421-858a-f8af9b81022b,0.61814344,Person,0.26582342,0.1814346,0.96741072,0.79957804
0.60019964,7447289d-4a69-49d4-8e11-2173d0c6ac46,0.50056386,Person,0.39979938,0.22939456,0.99999902,0.72995842
0.15780771,7447289d-4a69-49d4-8e11-2173d0c6ac46,0.7745746,HardHat,0.45666122,0.11094326,0.6144689299999999,0.88551786
0.61269844,7447289d-4a69-49d4-8e11-2173d0c6ac46,0.7236286999999999,Person,0.3515377,0.1814346,0.9642361399999999,0.9050632999999999
0.17272727,a4ccd922-2c8c-458e-871d-32ee082067e3,0.14978904,Head,0.27495265,0.12658228,0.44767992,0.27637132
0.8146591,a4ccd922-2c8c-458e-871d-32ee082067e3,0.037302657999999995,Person,0.1853399,0.38047588,0.999999,0.417778538
0.048484847000000005,a4ccd922-2c8c-458e-871d-32ee082067e3,0.16244726,SafetyGlass,0.31737688,0.14556962,0.36586172699999997,0.30801688000000005
0.19696970000000003,a4ccd922-2c8c-458e-871d-32ee082067e3,0.1392405,Head,0.23858902,0.15189873,0.43555872000000007,0.29113922999999997
0.17267293,a4ccd922-2c8c-458e-871d-32ee082067e3,0.15420376,HardHat,0.14621925,0.15006518,0.31889217999999997,0.30426894
0.094936706,99f0fbfb-a214-4351-abe2-4857f585fd47,0.73628694,Head,0.26181763,0.080168776,0.356754336,0.8164557159999999
0.10544008,99f0fbfb-a214-4351-abe2-4857f585fd47,0.1937867,HardHat,0.21332288,0.082973644,0.31876296,0.276760344
0.080375075,99f0fbfb-a214-4351-abe2-4857f585fd47,0.6098264,HardHat,0.23500109,0.06646242,0.315376165,0.67628882
0.66922504,99f0fbfb-a214-4351-abe2-4857f585fd47,0.49767733,Person,0.20305046,0.12866648,0.8722755,0.62634381
0.094936706,99f0fbfb-a214-4351-abe2-4857f585fd47,0.8185654,Head,0.309286,0.08649789,0.404222706,0.90506329
0.1107595,99f0fbfb-a214-4351-abe2-4857f585fd47,0.20042194,Head,0.252324,0.07172996,0.3630835,0.2721519
0.14556962,99f0fbfb-a214-4351-abe2-4857f585fd47,0.74472576,Head,0.19219738,0.067510545,0.33776700000000004,0.812236305
